trip_id,start_time,end_time,duration_minutes,speed_min,speed_max,speed_avg,voltage_min,voltage_max,voltage_avg,current_min,current_max,current_avg,soc_start,soc_end,soc_min,soc_max,motor_temp_min,motor_temp_max,motor_temp_avg,cell_temp_min,cell_temp_max,cell_temp_avg,distance_km,energy_consumed_kwh
T250,2024-02-02 21:50:00+00:00,2024-02-03 00:01:00+00:00,131,-1.58,105.49,51.72,232.29,365.96,332.97,-44.18,103.46,43.28,88.53,57.32,27.02,57.34,-9.05,71.06,71.49,28.74,50.91,45.91,82.61,3.72
T251,2024-02-02 22:00:00+00:00,2024-02-03 00:13:00+00:00,133,-1.56,92.49,50.94,66.72,367.43,356.38,-39.34,137.38,66.59,62.92,52.34,37.44,41.39,26.02,73.89,62.57,29.25,50.56,47.41,89.8,3.24
T252,2024-02-02 22:10:00+00:00,2024-02-02 22:59:00+00:00,49,-3.4,78.74,62.45,77.98,372.63,358.79,-40.55,118.65,48.33,63.83,76.09,22.05,73.98,24.25,75.08,65.65,31.38,47.26,34.93,70.14,4.51
T253,2024-02-02 22:20:00+00:00,2024-02-03 00:33:00+00:00,133,-3.93,111.06,50.22,146.29,379.3,348.39,-45.39,131.56,35.54,93.85,61.81,42.48,46.14,-9.91,92.46,58.7,34.75,56.26,45.14,30.31,6.14
T254,2024-02-02 22:30:00+00:00,2024-02-03 01:29:00+00:00,179,-3.55,95.18,38.99,303.17,372.83,335.94,-43.95,107.83,51.7,53.7,69.77,36.02,51.09,55.32,80.21,58.24,28.02,50.2,35.59,44.85,5.68
T255,2024-02-02 22:40:00+00:00,2024-02-03 00:54:00+00:00,134,-0.79,90.46,56.87,45.32,384.04,345.03,-36.86,127.22,68.11,84.57,70.64,39.75,82.32,50.26,82.85,62.91,29.42,49.31,39.65,35.83,3.11
T256,2024-02-02 22:50:00+00:00,2024-02-03 01:11:00+00:00,141,-3.43,94.95,40.36,2.29,381.25,347.82,-40.84,151.74,41.47,39.26,22.55,31.65,42.36,34.77,80.19,56.2,30.91,53.44,45.84,40.61,4.75
T257,2024-02-02 23:00:00+00:00,2024-02-02 23:40:00+00:00,40,-3.45,76.32,40.45,240.06,378.17,362.18,-36.59,150.39,47.35,88.04,74.52,41.07,72.42,7.52,94.8,72.77,36.89,57.18,36.47,48.62,3.78
T258,2024-02-02 23:10:00+00:00,2024-02-03 01:42:00+00:00,152,-4.48,93.2,45.04,181.81,365.88,335.84,-37.28,113.13,54.98,89.58,45.12,68.18,93.03,57.14,85.38,61.66,29.59,52.72,44.8,23.62,5.52
T259,2024-02-02 23:20:00+00:00,2024-02-03 00:34:00+00:00,74,-2.32,80.04,62.05,122.43,369.88,350.03,-38.36,110.16,45.8,77.28,66.82,53.22,94.68,-5.46,72.94,60.78,29.42,57.99,45.58,71.63,3.11
T260,2024-02-02 23:30:00+00:00,2024-02-03 00:53:00+00:00,83,-2.73,97.62,40.46,252.54,377.34,359.46,-35.32,108.76,35.58,45.08,26.57,65.86,75.44,23.25,83.24,58.51,37.11,47.19,43.35,84.96,4.76
T261,2024-02-02 23:40:00+00:00,2024-02-03 02:31:00+00:00,171,-0.46,108.94,52.76,52.4,368.37,337.65,-38.19,132.56,65.37,84.75,29.29,26.71,46.01,24.64,72.18,57.95,31.76,43.15,44.55,66.05,4.6
T262,2024-02-02 23:50:00+00:00,2024-02-03 02:21:00+00:00,151,-0.2,111.2,49.14,57.42,384.63,329.65,-36.25,155.24,42.6,58.92,57.38,71.2,67.03,1.27,77.59,64.67,34.41,50.79,47.0,80.76,3.11
T263,2024-02-03 00:00:00+00:00,2024-02-03 02:52:00+00:00,172,-1.87,77.64,59.69,137.21,383.37,357.78,-36.89,142.21,42.28,53.28,55.53,71.27,86.68,43.69,88.86,63.11,37.92,51.09,45.31,96.48,4.04
T264,2024-02-03 00:10:00+00:00,2024-02-03 01:07:00+00:00,57,-2.76,87.95,49.64,97.46,379.22,343.15,-40.11,117.68,39.27,46.33,54.75,58.53,69.68,41.52,72.28,56.55,35.36,48.9,33.42,62.44,3.21
T265,2024-02-03 00:20:00+00:00,2024-02-03 02:31:00+00:00,131,-2.89,83.34,42.11,113.22,379.56,337.57,-51.12,113.52,46.9,68.1,54.14,62.62,58.89,44.62,83.81,67.6,31.14,53.24,45.61,41.86,5.69
T266,2024-02-03 00:30:00+00:00,2024-02-03 01:21:00+00:00,51,-0.18,74.15,59.34,289.48,368.11,361.0,-47.01,104.53,61.03,86.59,31.46,22.64,56.96,10.57,75.73,64.58,28.04,45.2,33.9,54.11,4.89
T267,2024-02-03 00:40:00+00:00,2024-02-03 01:58:00+00:00,78,-1.56,96.0,58.6,251.58,376.51,341.75,-47.86,119.92,42.14,66.49,69.3,58.8,82.57,31.16,89.2,53.85,30.3,41.2,39.08,91.82,3.56
T268,2024-02-03 00:50:00+00:00,2024-02-03 01:27:00+00:00,37,-3.53,113.61,39.24,300.89,376.39,356.68,-35.95,141.72,59.39,48.19,38.69,58.68,83.47,-5.36,88.96,56.88,33.13,38.41,46.11,97.69,5.24
T269,2024-02-03 01:00:00+00:00,2024-02-03 02:09:00+00:00,69,-4.49,99.54,47.0,278.4,373.63,351.46,-48.42,152.69,42.5,61.08,64.86,22.71,85.14,11.02,70.02,55.82,34.8,50.61,45.28,85.65,5.61
T270,2024-02-03 01:10:00+00:00,2024-02-03 02:10:00+00:00,60,-0.11,97.16,39.12,146.49,369.08,347.3,-43.3,121.84,60.19,92.78,22.55,42.7,49.95,49.93,86.8,65.85,36.29,54.58,44.04,72.91,6.08
T271,2024-02-03 01:20:00+00:00,2024-02-03 02:55:00+00:00,95,-3.29,93.81,38.68,91.37,371.88,358.48,-41.91,118.16,53.37,72.96,26.83,57.9,91.04,42.55,86.61,55.06,28.72,53.08,46.0,51.71,5.39
T272,2024-02-03 01:30:00+00:00,2024-02-03 03:56:00+00:00,146,-3.57,86.15,58.36,167.49,370.41,330.46,-41.03,149.18,42.04,45.17,29.71,58.99,45.08,20.03,87.72,57.11,32.88,43.23,40.84,75.35,4.33
T273,2024-02-03 01:40:00+00:00,2024-02-03 03:32:00+00:00,112,-4.86,102.49,61.44,278.95,365.72,348.9,-40.11,154.93,59.55,62.91,75.6,42.53,55.61,51.42,76.35,73.16,28.65,48.67,38.96,70.61,3.57
T274,2024-02-03 01:50:00+00:00,2024-02-03 04:16:00+00:00,146,-0.61,102.55,38.71,65.78,373.05,330.9,-42.6,124.7,73.11,44.3,30.07,31.64,89.96,26.99,89.78,54.08,29.75,55.09,45.91,45.75,4.0
T275,2024-02-03 02:00:00+00:00,2024-02-03 03:49:00+00:00,109,-1.09,98.39,43.38,120.6,380.02,349.28,-47.65,149.3,58.89,82.31,57.47,40.1,60.01,-6.57,93.86,67.28,37.79,47.24,37.94,92.36,5.87
T276,2024-02-03 02:10:00+00:00,2024-02-03 04:18:00+00:00,128,-1.59,97.88,50.4,42.46,384.18,359.54,-42.44,100.88,57.52,78.33,54.0,76.98,89.73,48.69,90.3,69.11,28.26,45.96,46.46,33.85,5.22
T277,2024-02-03 02:20:00+00:00,2024-02-03 03:24:00+00:00,64,-1.46,92.09,40.81,211.64,366.18,335.4,-49.32,105.97,64.48,47.61,75.41,71.08,56.6,35.27,84.97,58.62,37.8,57.71,45.5,45.76,5.1
T278,2024-02-03 02:30:00+00:00,2024-02-03 04:47:00+00:00,137,-2.59,85.54,48.01,19.77,378.61,360.6,-50.57,116.23,72.89,59.62,38.02,36.5,86.0,16.89,93.29,73.74,34.63,55.08,44.48,33.57,4.18
T279,2024-02-03 02:40:00+00:00,2024-02-03 03:19:00+00:00,39,-2.27,111.76,51.46,58.75,365.4,352.01,-44.08,139.56,67.86,94.81,36.35,61.65,40.01,40.31,91.42,58.11,35.19,47.56,39.0,32.39,6.76
T280,2024-02-03 02:50:00+00:00,2024-02-03 04:53:00+00:00,123,-1.66,97.26,38.81,25.78,382.83,361.64,-51.25,154.47,43.6,83.45,72.3,43.6,55.03,3.31,77.53,75.49,37.01,50.08,39.76,25.08,3.78
T281,2024-02-03 03:00:00+00:00,2024-02-03 04:33:00+00:00,93,-2.92,108.23,46.56,110.61,381.63,348.75,-38.81,112.12,41.87,45.81,42.13,29.31,43.42,-3.45,88.79,69.87,30.88,44.69,39.42,97.43,4.56
T282,2024-02-03 03:10:00+00:00,2024-02-03 05:34:00+00:00,144,-1.25,87.24,39.51,274.43,371.19,351.95,-51.75,153.17,70.65,41.18,28.53,53.06,67.05,56.11,94.99,61.56,34.08,47.4,39.41,23.09,2.87
T283,2024-02-03 03:20:00+00:00,2024-02-03 04:52:00+00:00,92,-0.26,90.46,40.25,105.13,362.44,332.94,-46.46,151.46,46.52,88.26,65.19,52.21,42.49,38.71,71.36,76.3,36.76,47.06,37.68,37.48,6.54
T284,2024-02-03 03:30:00+00:00,2024-02-03 05:19:00+00:00,109,-0.37,76.62,59.1,82.15,378.34,356.3,-51.24,102.91,47.74,79.87,72.61,29.25,65.46,15.56,69.07,57.41,32.41,57.8,34.4,50.23,3.23
T285,2024-02-03 03:40:00+00:00,2024-02-03 05:11:00+00:00,91,-0.46,74.82,51.51,175.17,381.07,358.25,-38.41,106.62,39.13,62.37,53.19,29.45,70.31,52.9,86.42,67.5,36.52,53.07,35.34,98.6,4.33
T286,2024-02-03 03:50:00+00:00,2024-02-03 06:11:00+00:00,141,-2.28,114.92,54.11,28.38,371.5,329.59,-51.59,148.93,60.51,68.68,29.62,43.57,68.52,44.76,85.6,71.58,35.56,42.8,42.45,56.61,2.89
T287,2024-02-03 04:00:00+00:00,2024-02-03 06:49:00+00:00,169,-2.56,72.89,61.91,92.66,364.31,347.25,-48.74,104.63,59.12,45.4,68.76,74.89,75.28,-3.32,88.55,62.43,30.72,38.89,40.71,58.86,4.12
T288,2024-02-03 04:10:00+00:00,2024-02-03 06:41:00+00:00,151,-1.78,93.04,57.25,245.32,381.66,334.15,-39.07,125.89,34.37,61.01,67.64,29.83,85.84,23.5,81.62,53.49,30.82,46.5,42.83,98.11,5.98
T289,2024-02-03 04:20:00+00:00,2024-02-03 05:26:00+00:00,66,-2.89,104.22,48.2,203.96,374.9,338.97,-42.13,119.16,63.77,54.03,45.81,77.95,89.91,51.99,92.62,59.76,32.49,54.29,39.11,88.9,3.36
T290,2024-02-03 04:30:00+00:00,2024-02-03 05:36:00+00:00,66,-3.55,79.25,55.54,44.28,363.03,334.86,-47.56,117.9,35.95,72.46,42.17,64.34,51.44,39.41,82.37,62.96,36.61,50.59,41.14,37.55,5.44
T291,2024-02-03 04:40:00+00:00,2024-02-03 07:15:00+00:00,155,-1.59,105.98,47.58,16.78,371.09,331.54,-47.55,104.8,39.08,76.21,74.65,65.41,83.69,36.74,93.97,67.89,30.27,50.86,43.45,69.58,6.54
T292,2024-02-03 04:50:00+00:00,2024-02-03 05:22:00+00:00,32,-3.67,74.18,39.64,241.4,368.88,330.97,-41.95,127.39,57.75,60.78,38.43,26.59,94.82,30.99,82.78,62.45,37.07,55.15,35.16,61.24,3.09
T293,2024-02-03 05:00:00+00:00,2024-02-03 05:45:00+00:00,45,-0.74,83.54,60.18,278.63,373.16,332.58,-40.48,133.93,63.68,74.99,68.89,72.16,55.77,40.86,70.64,59.07,36.14,41.07,46.92,30.45,5.04
T294,2024-02-03 05:10:00+00:00,2024-02-03 07:26:00+00:00,136,-1.28,80.36,45.08,101.09,362.06,338.63,-40.36,105.52,42.88,60.7,45.8,32.88,88.65,-0.89,68.93,58.93,32.51,42.53,38.71,92.75,5.46
T295,2024-02-03 05:20:00+00:00,2024-02-03 07:40:00+00:00,140,-0.1,95.75,40.03,181.23,363.77,338.05,-36.33,122.6,66.8,86.17,27.51,32.47,60.36,2.95,92.67,73.41,30.75,44.5,46.06,90.19,6.54
T296,2024-02-03 05:30:00+00:00,2024-02-03 07:30:00+00:00,120,-0.98,105.1,52.72,146.59,377.07,346.66,-46.84,125.1,66.74,75.35,53.53,37.71,64.09,43.59,89.86,63.11,33.48,53.8,34.1,39.54,4.32
T297,2024-02-03 05:40:00+00:00,2024-02-03 06:19:00+00:00,39,-0.05,103.69,39.9,254.37,373.28,330.24,-50.03,105.7,52.98,54.44,65.62,41.18,48.45,47.72,79.32,75.26,29.53,50.55,39.02,94.67,4.25
T298,2024-02-03 05:50:00+00:00,2024-02-03 08:48:00+00:00,178,-4.51,78.04,42.6,272.28,380.44,329.06,-35.5,111.71,51.44,80.4,69.52,74.86,48.09,22.72,78.27,66.8,31.85,40.35,33.73,85.92,6.77
T299,2024-02-03 06:00:00+00:00,2024-02-03 07:02:00+00:00,62,-3.35,103.29,42.3,145.93,372.76,349.41,-39.76,152.76,67.65,62.32,63.09,31.56,80.32,22.46,68.16,58.85,32.12,52.21,42.78,82.19,5.73
T300,2024-02-03 06:10:00+00:00,2024-02-03 08:26:00+00:00,136,-4.76,94.26,42.25,164.75,380.22,344.53,-38.09,108.42,46.07,93.48,72.74,41.92,73.37,19.1,74.27,60.35,30.69,40.82,43.17,39.07,4.74
T301,2024-02-03 06:20:00+00:00,2024-02-03 08:24:00+00:00,124,-3.84,88.88,40.59,273.48,364.6,355.8,-43.59,107.24,50.78,47.01,39.7,24.22,48.91,29.81,72.24,58.73,35.51,50.02,43.41,90.93,6.59
T302,2024-02-03 06:30:00+00:00,2024-02-03 09:09:00+00:00,159,-2.36,93.69,51.18,83.24,372.7,332.87,-47.87,157.78,71.87,65.03,67.72,51.72,69.81,9.88,74.62,68.32,35.22,42.16,36.03,32.47,6.01
T303,2024-02-03 06:40:00+00:00,2024-02-03 08:28:00+00:00,108,-0.22,81.76,39.89,337.21,379.07,337.1,-39.57,157.07,72.14,73.46,75.05,27.9,39.82,11.04,94.8,61.27,37.82,42.72,35.63,27.07,3.1
T304,2024-02-03 06:50:00+00:00,2024-02-03 08:57:00+00:00,127,-0.75,72.21,52.85,256.35,366.67,337.81,-37.51,150.05,49.75,67.92,49.75,32.02,75.14,34.88,77.97,58.21,29.24,50.35,47.23,28.87,4.19
T305,2024-02-03 07:00:00+00:00,2024-02-03 08:40:00+00:00,100,-3.96,80.21,51.9,290.63,369.83,332.62,-51.81,155.06,65.69,81.05,31.86,54.47,50.03,5.86,87.55,59.14,28.53,41.96,39.91,68.4,4.87
T306,2024-02-03 07:10:00+00:00,2024-02-03 08:01:00+00:00,51,-3.69,109.59,45.99,147.82,371.02,339.79,-51.19,106.64,38.5,71.56,40.27,77.61,83.8,53.32,92.98,53.78,31.97,54.56,42.92,94.99,2.82
T307,2024-02-03 07:20:00+00:00,2024-02-03 08:58:00+00:00,98,-1.08,73.02,52.04,52.1,373.11,336.24,-51.86,125.37,37.42,49.89,73.02,47.31,70.47,43.38,90.74,72.8,28.42,38.4,33.41,62.26,5.56
T308,2024-02-03 07:30:00+00:00,2024-02-03 08:07:00+00:00,37,-4.55,74.18,43.26,316.81,377.89,348.12,-37.24,139.37,69.87,41.08,57.94,42.59,60.25,38.98,90.43,71.81,31.07,49.66,37.21,45.71,4.82
T309,2024-02-03 07:40:00+00:00,2024-02-03 09:38:00+00:00,118,-1.75,85.3,51.26,247.07,372.98,350.06,-39.07,156.58,54.85,75.15,68.59,36.25,77.29,-9.39,77.49,66.12,32.19,51.89,34.26,102.84,4.5
T310,2024-02-03 07:50:00+00:00,2024-02-03 08:28:00+00:00,38,-4.88,83.65,62.31,68.11,378.75,362.32,-51.44,123.12,46.59,73.76,62.18,51.54,52.17,21.6,74.09,75.01,35.29,49.58,46.64,22.86,5.22
T311,2024-02-03 08:00:00+00:00,2024-02-03 10:59:00+00:00,179,-4.75,97.33,60.78,37.72,366.91,329.29,-44.75,152.15,49.58,69.56,49.98,55.54,78.81,-7.46,83.87,67.95,37.27,48.32,35.49,35.79,6.04
T312,2024-02-03 08:10:00+00:00,2024-02-03 10:40:00+00:00,150,-1.93,87.64,57.3,23.04,363.92,333.37,-49.6,103.64,74.29,50.62,71.72,31.84,64.51,6.72,71.6,71.17,36.03,40.07,41.8,77.32,3.35
T313,2024-02-03 08:20:00+00:00,2024-02-03 10:41:00+00:00,141,-1.0,76.51,52.79,55.09,365.1,340.87,-47.81,109.11,45.38,63.39,34.2,36.13,72.36,31.45,71.66,56.87,33.42,53.79,40.71,72.08,5.9
T314,2024-02-03 08:30:00+00:00,2024-02-03 09:15:00+00:00,45,-0.3,77.68,44.56,44.01,383.37,360.23,-42.48,112.76,42.98,41.46,36.81,64.87,66.41,-1.45,81.43,67.14,33.18,42.0,41.35,43.23,4.86
T315,2024-02-03 08:40:00+00:00,2024-02-03 11:11:00+00:00,151,-2.96,79.61,50.11,214.13,363.01,356.79,-40.78,150.84,66.99,72.07,42.46,42.11,88.51,36.61,70.66,58.42,35.03,57.93,34.0,78.43,6.78
T316,2024-02-03 08:50:00+00:00,2024-02-03 09:21:00+00:00,31,-3.14,113.64,43.1,195.35,373.47,350.24,-45.17,138.98,36.55,78.11,32.2,36.14,72.16,54.7,86.33,64.42,34.32,57.44,47.33,25.39,4.94
T317,2024-02-03 09:00:00+00:00,2024-02-03 09:28:00+00:00,28,-4.58,77.0,50.04,270.4,372.79,336.96,-43.82,146.39,61.18,63.35,39.5,37.34,44.07,53.74,76.37,75.54,30.03,41.43,36.8,30.55,3.08
T318,2024-02-03 09:10:00+00:00,2024-02-03 11:17:00+00:00,127,-3.19,73.27,42.77,206.05,376.85,342.38,-46.54,142.07,67.17,69.35,56.76,40.4,88.65,24.81,89.29,73.91,35.95,51.28,40.1,90.68,6.21
T319,2024-02-03 09:20:00+00:00,2024-02-03 10:03:00+00:00,43,-4.49,96.29,51.81,108.16,369.59,328.68,-36.13,98.27,73.4,55.39,59.2,66.81,40.54,52.41,70.99,62.77,29.04,55.39,36.81,62.6,6.49
T320,2024-02-03 09:30:00+00:00,2024-02-03 12:06:00+00:00,156,-4.98,85.61,62.84,104.93,369.96,361.42,-45.84,107.51,60.97,62.35,58.27,50.02,90.24,41.58,75.75,55.12,33.01,46.67,39.0,53.56,5.19
T321,2024-02-03 09:40:00+00:00,2024-02-03 11:02:00+00:00,82,-0.48,81.23,58.17,336.44,383.29,332.09,-38.0,150.38,36.27,91.76,41.02,47.21,84.96,53.61,92.06,76.26,32.26,45.59,44.28,22.67,3.0
T322,2024-02-03 09:50:00+00:00,2024-02-03 11:09:00+00:00,79,-0.16,104.45,44.54,324.93,369.45,343.38,-49.28,116.93,73.86,63.53,49.01,67.92,45.7,33.93,72.84,54.42,33.02,46.4,40.81,30.93,3.41
T323,2024-02-03 10:00:00+00:00,2024-02-03 11:30:00+00:00,90,-4.22,87.13,38.93,70.63,379.8,348.72,-36.44,120.01,38.28,91.06,58.45,41.44,73.3,-7.42,84.7,64.02,34.76,47.01,40.72,70.79,6.4
T324,2024-02-03 10:10:00+00:00,2024-02-03 11:26:00+00:00,76,-4.08,94.49,44.51,264.59,362.64,361.23,-49.74,120.0,42.86,91.55,26.68,26.88,66.36,41.38,86.83,55.82,29.46,40.89,36.48,29.54,6.56
T325,2024-02-03 10:20:00+00:00,2024-02-03 12:27:00+00:00,127,-0.45,72.18,59.66,75.0,376.05,357.96,-51.68,135.31,38.85,42.88,70.77,31.77,68.83,56.84,93.87,62.81,33.46,51.69,42.67,70.72,3.14
T326,2024-02-03 10:30:00+00:00,2024-02-03 13:04:00+00:00,154,-3.72,77.44,46.11,5.35,367.65,362.44,-51.56,106.07,54.34,85.18,30.81,37.8,88.58,7.58,85.72,74.86,29.58,57.54,42.43,88.2,4.1
T327,2024-02-03 10:40:00+00:00,2024-02-03 13:05:00+00:00,145,-0.16,107.88,63.13,253.0,367.22,354.15,-46.76,145.36,64.52,54.42,41.34,61.53,75.84,45.84,71.87,55.94,29.29,43.98,37.38,58.95,3.04
T328,2024-02-03 10:50:00+00:00,2024-02-03 11:48:00+00:00,58,-2.3,73.32,53.25,308.18,374.21,344.7,-44.99,125.61,37.39,80.97,73.45,66.5,62.79,33.08,77.09,67.57,31.95,51.77,37.41,30.74,6.42
T329,2024-02-03 11:00:00+00:00,2024-02-03 13:20:00+00:00,140,-4.33,83.5,40.58,9.37,369.85,347.86,-45.94,153.47,36.1,48.42,65.63,44.45,39.95,15.93,68.41,65.77,35.37,50.32,40.76,42.19,6.55
T330,2024-02-03 11:10:00+00:00,2024-02-03 13:05:00+00:00,115,-0.12,91.34,58.64,137.75,366.97,335.85,-36.14,117.28,45.5,92.51,68.65,26.63,92.65,2.93,79.84,58.11,37.7,52.92,46.5,61.07,5.46
T331,2024-02-03 11:20:00+00:00,2024-02-03 13:22:00+00:00,122,-0.25,82.71,57.42,311.77,381.35,329.77,-37.59,119.17,34.71,87.43,50.94,75.55,46.17,15.85,78.02,75.66,30.44,40.05,38.8,92.36,5.86
T332,2024-02-03 11:30:00+00:00,2024-02-03 12:45:00+00:00,75,-2.82,113.68,45.53,247.55,373.82,335.64,-44.13,108.87,56.32,71.32,45.06,32.48,62.49,0.73,86.35,69.04,30.58,49.19,39.58,41.48,4.45
T333,2024-02-03 11:40:00+00:00,2024-02-03 13:32:00+00:00,112,-0.83,83.17,45.49,36.02,380.01,348.35,-47.56,135.93,57.94,47.46,74.63,74.96,90.9,33.17,78.2,67.28,30.81,49.74,39.2,57.73,6.58
T334,2024-02-03 11:50:00+00:00,2024-02-03 14:12:00+00:00,142,-0.72,109.37,49.81,305.88,367.6,346.44,-51.09,99.26,56.79,70.19,55.58,75.78,77.82,56.02,92.61,69.9,34.25,53.36,40.19,101.1,4.53
T335,2024-02-03 12:00:00+00:00,2024-02-03 12:44:00+00:00,44,-4.49,104.78,43.81,241.38,364.74,362.47,-42.44,146.05,52.97,71.39,74.91,50.65,43.5,21.89,78.08,66.86,29.88,43.19,38.78,88.37,6.64
T336,2024-02-03 12:10:00+00:00,2024-02-03 13:38:00+00:00,88,-2.32,85.98,62.66,251.7,371.78,331.02,-44.04,128.65,66.73,56.09,58.3,22.33,69.95,-4.17,79.95,58.23,28.07,53.42,37.58,24.53,5.14
T337,2024-02-03 12:20:00+00:00,2024-02-03 15:13:00+00:00,173,-3.5,87.86,44.73,46.04,373.02,344.99,-38.49,150.51,50.21,72.11,68.44,65.71,43.46,55.11,90.19,71.01,36.8,54.84,37.92,86.17,4.94
T338,2024-02-03 12:30:00+00:00,2024-02-03 14:19:00+00:00,109,-1.4,108.23,41.24,80.28,376.53,355.13,-51.95,100.91,64.47,53.56,54.07,57.59,89.68,52.34,75.31,73.68,30.19,39.65,44.77,49.65,4.39
T339,2024-02-03 12:40:00+00:00,2024-02-03 15:34:00+00:00,174,-0.99,101.05,60.31,117.37,377.11,361.3,-45.84,103.44,69.44,77.07,39.52,40.28,81.48,21.4,89.92,64.1,32.56,49.01,47.21,86.29,5.74
T340,2024-02-03 12:50:00+00:00,2024-02-03 14:20:00+00:00,90,-3.72,99.46,59.54,289.97,364.22,361.21,-42.37,98.79,71.46,47.18,38.67,25.59,81.16,33.8,88.4,55.29,28.95,43.34,39.49,45.87,3.71
T341,2024-02-03 13:00:00+00:00,2024-02-03 13:25:00+00:00,25,-2.01,76.89,58.44,132.55,367.1,358.39,-49.68,121.24,74.49,56.64,59.09,61.25,50.92,24.89,79.36,62.03,37.85,47.74,33.81,36.09,3.1
T342,2024-02-03 13:10:00+00:00,2024-02-03 13:56:00+00:00,46,-1.88,78.55,48.85,121.97,362.01,355.67,-37.49,122.85,73.13,45.26,70.0,44.4,82.06,23.35,88.7,56.63,31.44,48.82,41.6,46.3,3.83
T343,2024-02-03 13:20:00+00:00,2024-02-03 14:36:00+00:00,76,-1.91,104.93,50.21,289.23,382.58,344.49,-45.0,151.03,64.01,74.83,26.49,37.35,63.43,-2.66,86.44,71.34,35.99,47.31,37.15,76.3,6.44
T344,2024-02-03 13:30:00+00:00,2024-02-03 14:44:00+00:00,74,-0.9,113.13,47.02,47.25,381.49,332.44,-39.8,144.33,72.65,51.79,61.67,63.58,66.67,-5.27,81.37,67.08,34.73,43.52,46.13,66.41,3.21
T345,2024-02-03 13:40:00+00:00,2024-02-03 15:59:00+00:00,139,-4.15,92.95,54.34,133.24,383.09,346.37,-35.78,140.55,34.96,73.6,45.64,29.78,73.56,44.25,91.02,62.72,33.93,41.41,36.1,50.78,4.97
T346,2024-02-03 13:50:00+00:00,2024-02-03 16:31:00+00:00,161,-1.37,88.16,56.72,112.08,371.98,333.71,-41.88,151.38,57.4,59.29,22.0,32.47,57.76,28.5,94.4,56.03,36.2,48.2,46.11,23.04,6.64
T347,2024-02-03 14:00:00+00:00,2024-02-03 14:56:00+00:00,56,-0.8,106.33,51.93,70.93,371.97,351.51,-49.33,122.85,51.06,92.67,65.74,50.2,63.99,14.82,70.81,62.77,32.62,50.82,42.0,37.88,6.38
T348,2024-02-03 14:10:00+00:00,2024-02-03 15:39:00+00:00,89,-3.88,105.39,50.03,7.28,379.67,351.01,-35.46,127.73,65.98,73.22,39.2,77.33,74.92,17.7,73.38,55.2,29.77,45.71,45.75,25.91,3.35
T349,2024-02-03 14:20:00+00:00,2024-02-03 14:51:00+00:00,31,-4.53,85.62,43.84,173.38,369.15,332.31,-36.61,133.13,59.0,50.77,65.7,27.97,88.03,32.11,80.83,58.2,29.71,38.23,33.59,82.58,3.97
T350,2024-02-03 14:30:00+00:00,2024-02-03 16:53:00+00:00,143,-2.67,99.16,55.37,238.43,383.41,331.2,-42.39,151.25,43.97,38.54,66.21,47.53,65.85,4.91,94.0,68.09,32.21,49.89,40.84,66.05,3.68
T351,2024-02-03 14:40:00+00:00,2024-02-03 17:21:00+00:00,161,-4.37,94.34,54.33,323.27,372.54,357.09,-50.22,135.31,55.3,70.17,23.14,75.96,69.31,52.48,93.41,62.17,30.24,56.92,34.66,36.94,3.48
T352,2024-02-03 14:50:00+00:00,2024-02-03 17:33:00+00:00,163,-0.84,92.52,42.63,92.28,372.24,340.05,-44.38,122.25,41.71,72.26,57.42,28.55,90.22,56.67,88.69,61.2,36.23,55.89,45.61,88.45,6.56
T353,2024-02-03 15:00:00+00:00,2024-02-03 17:49:00+00:00,169,-1.07,113.24,52.22,42.74,371.2,349.23,-45.29,126.64,54.88,82.45,70.56,54.28,42.21,57.88,72.24,55.26,37.78,39.81,40.39,66.99,3.4
T354,2024-02-03 15:10:00+00:00,2024-02-03 16:09:00+00:00,59,-0.66,80.54,56.47,242.9,363.11,359.3,-38.36,151.07,43.53,63.98,44.16,51.65,87.91,54.34,82.91,58.0,28.23,56.08,46.92,51.31,3.29
T355,2024-02-03 15:20:00+00:00,2024-02-03 16:41:00+00:00,81,-3.96,79.8,44.25,301.66,378.65,361.22,-42.27,145.97,65.16,76.76,48.82,64.47,89.02,38.95,87.05,54.86,36.69,46.34,35.73,24.9,3.88
T356,2024-02-03 15:30:00+00:00,2024-02-03 18:27:00+00:00,177,-1.69,84.47,51.78,122.97,366.96,333.17,-46.79,140.64,48.37,42.28,32.52,30.76,63.47,33.04,74.5,60.33,33.14,54.96,42.2,56.22,6.49
T357,2024-02-03 15:40:00+00:00,2024-02-03 16:55:00+00:00,75,-4.87,90.92,40.53,179.05,376.23,345.75,-49.6,148.12,41.98,40.87,64.04,43.25,61.18,-9.95,89.84,70.33,31.13,53.82,42.91,71.52,6.6
T358,2024-02-03 15:50:00+00:00,2024-02-03 17:57:00+00:00,127,-2.38,82.61,40.08,76.72,382.72,337.64,-41.14,113.84,66.59,66.06,69.48,35.38,67.27,3.59,84.81,67.64,29.74,54.83,47.16,23.07,6.48
T359,2024-02-03 16:00:00+00:00,2024-02-03 18:47:00+00:00,167,-2.27,82.57,62.2,322.52,383.55,336.9,-40.18,157.6,58.81,56.72,66.66,48.0,39.44,20.52,91.75,71.37,34.85,47.93,34.01,49.9,2.81
